0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,22
0,26
0,37
0,47
0,53
0,59
0,71
0,73
0,76
0,78
0,96
0,106
0,131
0,144
0,178
0,200
0,205
0,217
0,220
0,231
0,232
0,246
0,255
0,271
0,280
0,286
0,298
0,312
0,383
0,404
0,407
0,408
0,420
0,460
0,461
0,466
0,478
0,484
0,530
0,546
0,583
0,589
0,598
0,606
0,636
0,650
0,745
0,819
0,832
0,870
0,873
0,922
0,976
0,978
0,983
0,1019
0,1052
0,1072
0,1193
0,1199
0,1200
0,1202
0,1205
1,10
1,11
1,12
1,13
1,16
1,18
1,20
1,24
1,27
1,31
1,34
1,38
1,43
1,44
1,50
1,54
1,55
1,58
1,67
1,68
1,70
1,73
1,74
1,91
1,111
1,128
1,182
1,216
1,218
1,223
1,228
1,264
1,270
1,294
1,306
1,311
1,328
1,340
1,342
1,377
1,385
1,410
1,427
1,445
1,448
1,462
1,464
1,481
1,534
1,605
1,606
1,611
1,620
1,654
1,670
1,694
1,704
1,866
1,867
1,875
1,915
1,957
1,965
1,1024
1,1035
1,1039
1,1098
1,1125
1,1212
1,1226
1,1236
1,1256
2,10
2,11
2,13
2,14
2,15
2,26
2,38
2,42
2,49
2,51
2,56
2,61
2,70
2,79
2,93
2,94
2,103
2,148
2,149
2,177
2,189
2,205
2,207
2,214
2,222
2,225
2,251
2,253
2,257
2,267
2,292
2,296
2,298
2,301
2,305
2,309
2,312
2,333
2,334
2,361
2,370
2,387
2,390
2,417
2,426
2,434
2,502
2,504
2,522
2,523
2,535
2,558
2,576
2,589
2,626
2,665
2,706
2,753
2,763
2,834
2,857
2,879
2,922
2,925
2,938
2,945
2,966
2,993
2,1004
2,1041
2,1045
2,1056
2,1058
2,1063
2,1090
2,1166
2,1178
2,1185
2,1224
2,1234
3,10
3,11
3,12
3,13
3,16
3,23
3,35
3,52
3,66
3,80
3,87
3,94
3,102
3,107
3,109
3,111
3,116
3,124
3,128
3,143
3,145
3,167
3,272
3,348
3,360
3,381
3,426
3,458
3,468
3,506
3,512
3,552
3,589
3,594
3,662
3,697
3,755
3,765
3,1010
3,1046
3,1230
4,10
4,22
4,23
4,50
4,54
4,99
4,196
4,237
4,357
4,507
4,759
4,945
5,10
5,11
5,12
5,14
5,15
5,17
5,19
5,20
5,31
5,34
5,38
5,40
5,41
5,43
5,44
5,46
5,51
5,63
5,66
5,73
5,82
5,91
5,92
5,100
5,102
5,139
5,142
5,159
5,227
5,266
5,278
5,282
5,312
5,320
5,344
5,378
5,380
5,432
5,437
5,476
5,494
5,506
5,507
5,528
5,551
5,568
5,621
5,634
5,643
5,662
5,678
5,680
5,694
5,698
5,745
5,769
5,774
5,778
5,780
5,803
5,843
5,885
5,902
5,911
5,933
5,939
5,965
5,992
5,1094
5,1105
5,1111
5,1132
5,1147
5,1148
5,1158
5,1195
5,1236
5,1242
6,10
6,11
6,12
6,13
6,14
6,15
6,16
6,17
6,18
6,19
6,21
6,23
6,24
6,25
6,29
6,33
6,35
6,36
6,39
6,40
6,42
6,56
6,57
6,62
6,67
6,70
6,71
6,73
6,75
6,76
6,77
6,86
6,88
6,93
6,97
6,98
6,99
6,104
6,129
6,137
6,158
6,163
6,164
6,173
6,181
6,184
6,190
6,191
6,203
6,204
6,210
6,220
6,229
6,250
6,282
6,292
6,304
6,309
6,314
6,317
6,326
6,329
6,340
6,355
6,363
6,379
6,384
6,389
6,390
6,397
6,416
6,422
6,424
6,431
6,439
6,455
6,457
6,459
6,465
6,507
6,515
6,522
6,523
6,526
6,530
6,535
6,546
6,555
6,585
6,596
6,604
6,607
6,626
6,657
6,683
6,706
6,723
6,741
6,751
6,754
6,767
6,771
6,775
6,776
6,794
6,806
6,820
6,856
6,875
6,877
6,895
6,919
6,922
6,932
6,951
6,981
6,991
6,1007
6,1021
6,1062
6,1110
6,1130
6,1156
6,1167
6,1169
6,1189
6,1190
6,1229
7,10
7,11
7,12
7,13
7,14
7,15
7,17
7,19
7,27
7,31
7,32
7,33
7,34
7,37
7,42
7,43
7,44
7,47
7,48
7,51
7,52
7,64
7,65
7,71
7,74
7,75
7,76
7,78
7,80
7,81
7,83
7,87
7,90
7,98
7,102
7,111
7,147
7,150
7,151
7,153
7,154
7,157
7,175
7,176
7,193
7,196
7,206
7,214
7,217
7,256
7,265
7,270
7,272
7,273
7,288
7,314
7,318
7,338
7,349
7,360
7,367
7,379
7,396
7,400
7,417
7,425
7,437
7,456
7,482
7,483
7,513
7,519
7,529
7,557
7,569
7,572
7,580
7,590
7,668
7,670
7,693
7,700
7,718
7,731
7,808
7,847
7,853
7,855
7,860
7,864
7,869
7,899
7,927
7,934
7,967
7,975
7,979
7,1002
7,1139
7,1158
7,1171
7,1174
7,1183
7,1188
7,1191
7,1211
7,1213
7,1218
7,1229
8,10
8,11
8,12
8,13
8,15
8,20
8,22
8,23
8,26
8,27
8,29
8,31
8,33
8,35
8,36
8,37
8,38
8,46
8,51
8,55
8,57
8,58
8,62
8,64
8,68
8,73
8,87
8,89
8,91
8,95
8,98
